School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
0a3688b2569d425456afddd6176a571f,Westfield Elementary School,urban,82.0,California,93257,Porterville,Tulare,Porterville Unified Sch Dist
1f3aa7cbef1b15a54fca004b9d4f3f2f,Pelham Memorial High School,suburban,11.0,New York,10803,Pelham,Westchester,Pelham Union Free School Dist
3be15021d69c630bb658359741cb2a9f,Santa Margarita Elementary School,rural,26.0,California,93453,Sn Margarita,San Luis Obispo,Atascadero Unified Sch Dist
7e35f2c9216d4be5f5c77fb1318b5940,High Tech High North County,unknown,46.0,California,92078,San Marcos,San Diego,California Dept Of Education
2fc02914cbaee3da592211d55db4fd80,Port Huron High School,suburban,60.0,Michigan,48060,Port Huron,St Clair,Port Huron Area School Dist
d72deddb0a23654229814dddc2f21350,Robert L Merritt Junior High School,unknown,95.0,Mississippi,38751,Indianola,Sunflower,Sunflower Co Cons Sch Dist
fcc42f52e1ba92b25fb4dd9df4bae5aa,Bloomer Elementary School,unknown,40.0,Wisconsin,54724,Bloomer,Chippewa,Bloomer School District
600d3b969ed6e6f52353a84fb4648381,Lyndon B Johnson Elementary School,suburban,70.0,California,92201,Indio,Riverside,Desert Sands Unif School Dist
4968d2a5cf49a1ec96f438d257a2270d,Josiah Quincy Upper School (6-7),urban,77.0,Massachusetts,2111,Boston,Suffolk,Boston Public School District
09439e886469f55cd6fcdabd050f02b8,Prune Hill Elementary School,suburban,16.0,Washington,98607,Camas,Clark,Camas School District 117
5965d725e428b970c09f3a25d09ca969,Noblesville West Middle School,suburban,20.0,Indiana,46062,Noblesville,Hamilton,Noblesville School District
47bd5ab55549970a10f76f23578f56ae,Independence Junior High School,suburban,2.0,Illinois,60463,Palos Heights,Cook,Palos Heights School Dist 128
498633cc0ba0b7108b99a7ed8f6f73dd,Wyoming Indian Elementary School,unknown,72.0,Wyoming,82520,Ethete,Fremont,Fremont Co School District 14
c13ef18d9f52297e52e39d47d755a350,Sherwood Elementary School,urban,58.0,Missouri,65807,Springfield,Greene,Springfield School Dist R12
5d76fcacef16696abe203a519bfd354f,R Wilson Elementary School,urban,22.0,Texas,79410,Lubbock,Lubbock,Lubbock Ind School District
73c431987e9d6c68e8fdf1fdcaee855e,Alpha Elementary School,urban,46.0,Tennessee,37814,Morristown,Hamblen,Hamblen Co Sch District
eafbb532bd877269d1a7d8be2bfe63d3,Pine Grove Elementary School,unknown,84.0,Alabama,36507,Bay Minette,Baldwin,Baldwin Co School District
87e7fc2fbaff854ae928cdcad98504e3,McCutcheon Branch Elementary School,unknown,78.0,Illinois,60640,Chicago,Cook,Chicago Psd-Network 2
5803c68d737f966770c2af907a1bfa6b,Athens High School,town,42.0,Ohio,45780,The Plains,Athens,Athens City School District
8c97112b657f7674d44fc3ade03f8e15,Enid High School,unknown,75.0,Oklahoma,73701,Enid,Garfield,Enid School District I-57
e6e2b1de530e011f2dd9a9b100bb0226,Chenango Forks Elementary School,suburban,37.0,New York,13901,Binghamton,Broome,Chenango Forks Central Sd
f37609cabf748deaffb9c7441a320804,Lincoln Elementary School,urban,77.0,Iowa,52001,Dubuque,Dubuque,Dubuque Cmty School District
4bec132856290f361daddbe8210e3097,Albert Sabin Magnet School,urban,91.0,Illinois,60622,Chicago,Cook,Chicago Psd-Network 5
d9dfcf8ee1a3b6e7c23d5c9f18aa2ee2,Maritime Academy Charter School - Middle,urban,90.0,Pennsylvania,19137,Philadelphia,Philadelphia,Philadelphia City School Dist
37425c09ad9d2445ef421c694aec5a0e,Wickenburg High School,rural,55.0,Arizona,85390,Wickenburg,Maricopa,Wickenburg Unified Sch Dist 9
2766d5597142a16d9fd4a7c8d111f287,Oakridge Lower Elementary School,unknown,71.0,Michigan,49442,Muskegon,Muskegon,Oakridge School District
6cc93da095008cf055bcb9d2a47cd1f3,Redmond High School,town,61.0,Oregon,97756,Redmond,Deschutes,Redmond School District 2j
3867289080144d08fca26a329dcc1d50,King William Lunalilo Elementary School,urban,52.0,Hawaii,96826,Honolulu,Honolulu,Honolulu School District
0b4d9a6ae8957ae25f12b03e477d090b,South Breeze Elementary School,town,60.0,Kansas,67114,Newton,Harvey,Newton Unified Sch Dist 373
c6c1a19bbdd57821505a957bd192405b,Anthony Rossi Intermediate School,urban,56.0,New Jersey,8361,Vineland,Cumberland,Vineland Public School Dist
31a0d50c929f0bb9804ee52d27c02ab1,Pahoa Elementary School,unknown,91.0,Hawaii,96778,Pahoa,Hawaii,Hawaii School District
3f97292fa32f36ab06c331da5fd5a133,Oak Grove Elementary School,urban,75.0,Kansas,66106,Kansas City,Wyandotte,Turner Unified Sch Dist 202
dc66fff51734a50f1367f83d9c96fa5b,John Stewart Elementary School,suburban,18.0,Illinois,60119,Elburn,Kane,Kaneland Cmty Unit Sd 302
a676a15d9152391a832e040e42426c81,Lakehoma Elementary School,suburban,32.0,Oklahoma,73064,Mustang,Canadian,Mustang School District I-69
35a558231b38dcc78e4feb4bb7826239,Signal Hill Elementary School,suburban,22.0,Virginia,20111,Manassas,Prince William,Prince William Co Public Sd
8d3ae35341043436e478f66e9793bcd7,Jefferson Elementary School,urban,85.0,Texas,76501,Temple,Bell,Temple Ind School District
b01c65b9335ea825ccca3617c8785496,John D Pierce Middle School,suburban,49.0,Michigan,48329,Waterford,Oakland,Waterford School District
d5230d519b084e6ab2a7d55a5b08fbec,Brighton High School,suburban,37.0,Colorado,80601,Brighton,Adams,Brighton School District 27j
8db76cbdbb92c28ac5ac3f5dddfdb8d7,Pickett County K-8 School,rural,64.0,Tennessee,38549,Byrdstown,Pickett,Pickett Co School District
e58dd968726a33a79ee54fdbe468f298,Kenwood Elementary School,town,36.0,Ohio,43402,Bowling Green,Wood,Bowling Green City Sch Dist
8f10c965d8a95c14fa0f1119e2e4ab20,Libertas College Prep Charter School,urban,75.0,California,90008,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
f76dcff407fb3ea1a7e284f62a0c2b18,Atlee High School,rural,22.0,Virginia,23116,Mechanicsvlle,Hanover,Hanover Co Public Schools
01a43a06920d73be8ff4e088f5003782,Edgewood Elementary School,suburban,22.0,Alabama,35209,Homewood,Jefferson,Homewood City School District
a5be167343d5193916e1345efa572bde,Central Middle School,urban,95.0,Kansas,66101,Kansas City,Wyandotte,Kansas City Public Sd 500
f648b9f2e2371b607c80fc978b82a631,Fairview Elementary School,urban,28.0,Missouri,65203,Columbia,Boone,Columbia School District 93
6e057b51d5ce8681d15ab066d7d65a98,Jacox Elementary School,urban,95.0,Virginia,23504,Norfolk,Norfolk City,Norfolk School District
bd6ada34128799f905da2992b227e1b7,Crestwood School,town,28.0,Illinois,61944,Paris,Edgar,Paris Cmty Unit Sch Dist 4
032172cbf97b861698b3687a5046445e,Howard C Johnson Elementary School,suburban,10.0,New Jersey,8527,Jackson,Ocean,Jackson Twp School District
d5c1af178126dfd47e9cf8e9dbc1d07e,South Rock Creek Elementary School,town,43.0,Oklahoma,74801,Shawnee,Pottawatomie,South Rock Creek Sch Dist 323
4b45b13f126cc4d1e99e948d96db7e5e,Gregory-Portland Intermediate School,suburban,40.0,Texas,78374,Portland,San Patricio,Gregory-Portland Ind Sch Dist
54edc39482815467a8fe85d5f6d3fc02,Bluffsview Elementary School,urban,19.0,Ohio,43235,Columbus,Franklin,Worthington School District
fbb15693dbe61215e5af4007c19e363e,Ruth Borchardt Elementary School,urban,5.0,Texas,75024,Plano,Collin,Frisco Ind School District
cd0a0f455f477bad48136dbc7781f233,Arroyo Vista Charter School,suburban,16.0,California,91915,Chula Vista,San Diego,Chula Vista Elem Sch Dist
f91c6644131435a33a458e9df78ec969,Lafayette High School,rural,74.0,Georgia,30728,La Fayette,Walker,Walker Co School District
3cc749dc4ba7ce479e53e71761273033,Gateway Michael Elementary School,urban,92.0,Missouri,63106,Saint Louis,St Louis City,St Louis City Public Sch Dist
3ad602feae02ddf318fe47ed3cd0ffd0,Valleywood Middle School,suburban,78.0,Michigan,49508,Kentwood,Kent,Kentwood Public School Dist
6553211541ac0c15eb69212be277ddff,La Marque Middle School @ LMHS,suburban,80.0,Texas,77568,La Marque,Galveston,Texas City Ind School District
d42319985ebddf4cf5b1e1ca3b48bd53,Greenview Child Development Center,urban,52.0,South Carolina,29605,Greenville,Greenville,Greenville Co School District
f8f7ac37f1e69f24f8faba75e092e443,Mendez Fundamental Intermediate School,urban,92.0,California,92706,Santa Ana,Orange,Santa Ana Unified Sch District
7c601754709e9a3e4dbde8bf71e02867,Lake Superior Elementary School,suburban,52.0,Wisconsin,54880,Superior,Douglas,Superior School District
ab75ccbf4af5532d7a8874f6d9b071fc,Isaac Fesler Junior High School,urban,79.0,California,93454,Santa Maria,Santa Barbara,Santa Maria-Bonita School Dist
549f07879dc99c54c232dbac2e95ce46,Thomas Prince School,rural,7.0,Massachusetts,1541,Princeton,Worcester,Wachusett Regional Sch Dist
61da057cbf21121de03e40b7bab28954,Brown Elementary School,urban,9.0,Nevada,89521,Reno,Washoe,Washoe Co School District
7ae8971ce33affd143176a50d45e527a,Washington Middle School,suburban,72.0,California,90631,La Habra,Orange,La Habra City School District
eb73a9bd592b79d29c047fd854b4dc54,Lincoln School R2,rural,58.0,Missouri,65338,Lincoln,Benton,Benton County School Dist R2
8c4e146689d1f0598f58eb231d16c2bc,Alak School,rural,50.0,Alaska,99782,Wainwright,North Slope,North Slope Borough Sch Dist
ac476c2ded39ac9abb8dcc609e6c6e3d,Ringgold Middle School,suburban,49.0,Pennsylvania,15332,Finleyville,Washington,Ringgold School District
3ea3ae8d79e3888d1629e79f536b7a58,Clinton V Bush Elementary School,town,57.0,New York,14701,Jamestown,Chautauqua,Jamestown City School District
370501db0cf68794bc783b8fce5113f1,Laurene Edmondson Elementary School,suburban,54.0,Colorado,80538,Loveland,Larimer,Thompson School Dist R2-J
f24039cbd5edfd3983935f1990a1686d,Binks Forest Elementary School,suburban,17.0,Florida,33414,Wellington,Palm Beach,Palm Beach Co School District
20213ee33a2c8e4f4b97aad89a08b686,Cubberley Elementary School,urban,61.0,California,92123,San Diego,San Diego,San Diego Unified School Dist
23a522451d61dd31a4e0a87f70aee82f,Forestdale Elementary School,suburban,51.0,Virginia,22150,Springfield,Fairfax,Fairfax Co Public School Dist
1838142a689eb65d14625dc3aafc78e5,Dreher High School,urban,73.0,South Carolina,29205,Columbia,Richland,Richland Co School District 1
18bbfb657ae640d26d410208501e9752,Indian Spring Middle School,urban,95.0,Texas,76701,Waco,Mclennan,Waco Ind School District
2b26af2a47e03ae014f5adf4a1783ddb,B L Miller Elementary School,unknown,72.0,Ohio,44672,Sebring,Mahoning,Sebring Local School District
abf0e129cc29e3e1345d84b2df2f2bf4,Charles A Upson Elementary School,town,63.0,New York,14094,Lockport,Niagara,Lockport City School District
8b9ed36e0ca7dab12bf424e58cc96248,Springwater Environ Science Charter School,suburban,48.0,Oregon,97045,Oregon City,Clackamas,Oregon City School District 62
eafcc9fcba957cd44c66e87fe61fa741,Westmont Hilltop Elementary School,suburban,30.0,Pennsylvania,15905,Johnstown,Cambria,Westmont Hilltop School Dist
73ef7b47f6e8e6c2bb5a69240aae3c36,Ponce De Leon Middle School,suburban,80.0,Florida,33146,Coral Gables,Miami-Dade,Miami-Dade Co Public Sch Dist
6a21f669632ddeb7502f036c4678c3cc,Achievement Academy-Winter Haven,urban,61.0,Florida,33881,Winter Haven,Polk,Polk Co School District
b8d96c27f2af4b683f083ca92069e1a9,Maine Elementary School,urban,25.0,Wisconsin,54401,Wausau,Marathon,Wausau School District
a000d25c1b19d38cb03eef522bde8f9e,Frontier Central High School,suburban,28.0,New York,14075,Hamburg,Erie,Frontier Ctl School District
c49182e78ae2e4bad1f9d39faa16ca92,School of Co-op Tech Education,urban,78.0,New York,10128,New York City,New York (Manhattan),New York City Dept Of Ed
d9423e658a17b031648c3b596e89d97a,Horizons on Hudson Magnet School,suburban,58.0,New York,12550,Newburgh,Orange,Newburgh Enlarged City Sd
58fba2aa7395151a31fc9a2776801bf2,Velva School,rural,33.0,North Dakota,58790,Velva,Mchenry,Velva Public Sch Dist 1
85aef9753c7c155fa13b2337272d8fbd,Ferris Junior High School,rural,77.0,Texas,75125,Ferris,Ellis,Ferris Ind School District
484bb1eb671c163e70b90e49037783d1,Falmouth Elementary School,suburban,40.0,Virginia,22405,Falmouth,Stafford,Stafford Co School District
0913790259302c405b845ae64bae45bf,Doherty Memorial High School,urban,72.0,Massachusetts,1602,Worcester,Worcester,Worcester Public School Dist
d6d358d3eefb541c3b4ade0ba0eccb31,Northview Elementary School,unknown,95.0,Illinois,61866,Rantoul,Champaign,Rantoul City School Dist 137
de7d28ba7d4f3c48b9efc3855b9d40e6,Forest Park Elementary School,suburban,2.0,Oregon,97229,Portland,Washington,Portland School District 1j
3084372234a9c40fb4cd28bb48f6fedf,Timpanogos Elementary School,urban,81.0,Utah,84601,Provo,Utah,Provo City School District
5da55f500cf1cf30b5c7b3ba2e628e82,Rayne Elementary School,rural,52.0,Pennsylvania,15747,Home,Indiana,Marion Center Area Sch Dist
fa00edf7d4020567e17801567e12c36e,E3 Civic High School,urban,70.0,California,92101,San Diego,San Diego,San Diego Unified School Dist
15864db65ce49e9c384a31d715328132,Whitehouse Primary School,suburban,19.0,Ohio,43571,Whitehouse,Lucas,Anthony Wayne Local Sch Dist
38d1d680296360c45824f5406842b038,Cubberley K-8 School,urban,26.0,California,90808,Long Beach,Los Angeles,Long Beach Unified School Dist
089bcba674dc1d1a115a8a72387245d8,Lena Whitmore Elementary School,town,33.0,Idaho,83843,Moscow,Latah,Moscow School District 281
5992b1ccccde01bdfb63151743eb78ca,Granby Elementary School,town,58.0,New York,13069,Fulton,Oswego,Fulton City School District
0a49da63641f42912347ababce2b2099,Haysville West Middle School,suburban,57.0,Kansas,67060,Haysville,Sedgwick,Haysville Unif Sch Dist 261
7f54e278caa12914197d0bc94c975333,Central York Middle School,suburban,28.0,Pennsylvania,17406,York,York,Central York School District
c7942287fe9b9fdf58a671b910696368,Earhart Elementary Opt for Knwl School,urban,74.0,Illinois,60617,Chicago,Cook,Chicago Psd-Network 12
5e6feaadb07840b6fc82b29cb705ce83,South Habersham Middle School,rural,74.0,Georgia,30531,Cornelia,Habersham,Habersham Co School District
cf9d79925735e7a01d4e7a38735efe89,Fairview Elementary School,urban,91.0,California,94533,Fairfield,Solano,Fairfield-Suisun Unif Sch Dist
f4fa2e2449c5db46e6a8561eb1f35a03,916 Mahtomedi Academy,suburban,72.0,Minnesota,55110,Saint Paul,Ramsey,[County Run]
2131b9341c959416bbd066599ae020f2,Walhalla High School,rural,63.0,South Carolina,29691,Walhalla,Oconee,Oconee Co School District
8ecf00564336e64dfe8131c1e858bffc,Asu Prepatory Academy-Polytech,urban,20.0,Arizona,85212,Mesa,Maricopa,Arizona Dept Of Education
0fb6f0edda7cd38dfc6a8ff475126154,Iduma Elementary School,urban,52.0,Texas,76549,Killeen,Bell,Killeen Ind School District
e9651b490dd08ca71f2a28dccea7bc29,Hancock Elementary School,suburban,85.0,Pennsylvania,19401,Norristown,Montgomery,Norristown Area School Dist
d06aad27163c64c000cd31598808b8e7,Webster Elementary School,urban,24.0,Alabama,35661,Muscle Shoals,Colbert,Muscle Shoals City School Dist
6cd0d0534cf341a987318879ac53f9c6,Pike County Primary School,rural,50.0,Georgia,30295,Zebulon,Pike,Pike Co School District
16c4ad59438be1c0776c2c23cacfb916,Butner-STEM Middle School,town,64.0,North Carolina,27509,Butner,Granville,Granville Co School District
f625f0016c00b41dc6f254b66d3c8e30,U S Jones Elementary School,town,65.0,Alabama,36732,Demopolis,Marengo,Demopolis City School District
1674bfc8550b9a329cd26cb62a16fe9c,NE Academy Aerospace Adv Tech,rural,52.0,North Carolina,27909,Elizabeth City,Pasquotank,North Carolina Dept Of Ed
aff72989edab747850d01c5727e46f08,Jeanerette Elementary School,town,95.0,Louisiana,70544,Jeanerette,Iberia,Iberia Parish School District
1bcd62e51c5cba52b6e1ef1acc3d237b,Ball High School,unknown,82.0,Texas,77550,Galveston,Galveston,Galveston Ind School District
0507805b2415efa83b91f8f4f77def49,Sand Hill Elementary School,rural,54.0,Georgia,31312,Guyton,Effingham,Effingham Co School District
db9118eae7ac52f4391e908942c48e1e,Richard O Jacobson Elementary School,rural,36.0,Iowa,50421,Belmond,Wright,Belmond-Klemme Cmty Sch Dist
ee38018ddb6ac84984514592c7aac9db,O K Adcock Elementary School,urban,86.0,Nevada,89107,Las Vegas,Clark,Clark Co School District
