Project ID,Donation ID,Donor ID,Donation Included Optional Donation,Donation Amount,Donor Cart Sequence,Donation Received Date
4c383c4d9a58423a18fc826be7b417bd,b319b5c6d65ae739e7e7273ebe5a4b07,b0267fbd5f6c406e0ff75910dcae9994,Yes,25.0,1,2017-12-09 00:34:01
1b456c199b6cf72caec62dce050480a5,f5c86bf184d2ac5f2c072179553b5fa8,c3e1e1be43ba89920b4a961c5e657b76,No,5.0,1082,2014-12-31 01:31:44
58c2f7fc6e6537e6694acd3eac20c11b,5840baaa3555ad9f3f4ad78f31c1bc16,8a889f31bcd2107cfd17c79b3137e1b2,Yes,25.0,1,2016-06-01 20:56:20
6f63b2e686567a5401fba2c27f4228cf,462eb3dc6ff03efa27b18d66d1cbb181,bec61466d2ce30a9ec4b66182162dede,Yes,100.0,1,2014-02-20 08:13:57
0bb61df47a265acbaf2c09054c68dec7,5d9792892b7a3bc3728329cfdd23ce2d,9db04d3a8fab4c3f9b84a31420e296ee,Yes,50.0,1,2014-02-12 12:56:15
ec41a402ae93b7f55fce4bab3d516633,a0978fae56a3c58c812eb40014b390ea,6228532ca3c28b068fba3a70e89a2973,Yes,32.48,72,2016-08-25 14:44:18
f528dd95409eb5f3dd2830bf368c5f53,7d48708671268a360395220bb27d3f35,86cfeda7cb18f6401d504b00ed4d36c5,Yes,100.0,1,2015-10-21 16:05:13
02039fcc95ec10e4ebcab584c361ea8a,142fb5d7e36e68626df9c70bcc4f5cb8,dd9241c0d4828bedefc38685fb9469eb,Yes,10.0,5,2013-08-27 17:17:29
7dfd0b3efe9b8dc238a0320c01711b72,ff0beca89415b615d1f39df62cad5067,e2cb58539f96a8fe4dd8210d306aff72,Yes,25.0,10,2017-09-16 06:04:39
4d892ac03c76fbbee8e03d23ef87acf4,3d63337c0b65d69cf297abfc1ebb0131,b64327290fc94440bacc7717973e4c19,No,25.0,7,2014-08-22 20:28:17
f19b2f1c4408bb66e264688401e03ad7,45ccffbaa60c5719603ae0d35fdfccbb,98c4cd327c417683cd76a2ac19fc6254,Yes,2.0,1188,2015-07-15 06:33:12
ac4039d58e7ba50e32a29c18ec6d7f93,e2fcb2d3bc23bbb02fcb24f57b151950,617a9d320cb45f86a1d77006e922d1d3,No,25.0,3,2016-10-12 20:56:13
0b0a099c4018930c0bedf2bcd1c941e2,c89aa8da5525fbc81d78d054a8c92b3a,d4e2b7bd8c6a54bcaf19a49e215d5654,Yes,10.0,1,2014-12-08 15:04:36
033415b950bf046a11dee6aa81663d2f,fb0d499c0cf52151c429dd0a57db523c,0c287c47bb76aaa9029cad854c425bb3,Yes,5.0,71,2017-07-29 10:29:45
140125ceb9d998a1fb3e5440d19448fc,a07fb58485ddd949542a1fc82761f862,a645793bffc89717ece72213d588ad4b,Yes,1.0,161,2014-06-30 20:34:54
73f9d9c2b91718663a29684e35b843ad,9e840a3fe8a961f72231e6a1e8b14c12,1b6eac094b9d4632ec2dbf0f5d3075cc,Yes,20.0,1,2017-07-16 11:59:01
984bf60a11469c316aaa4dc5b4f0ac68,d64726e78acede158d49cbcfc7cc4912,a09074b163eb86ca94aafa6ea182b841,No,100.0,12,2015-02-09 11:03:26
4f104e93ad46c8d28b83e1dd2094e015,b1eb75171e11fe71fe4bee1f65e48ed3,a6d00d8a13f92adfe8033e7ea46d2320,Yes,10.0,1,2018-02-03 11:47:48
3a4455c0640b2e11b466d37dac5aec10,883c1bacebaef5ffc65a138c697d0c1a,653d837cc27de9bceeb32d5a8327252c,Yes,50.0,1,2015-12-21 12:22:58
17943f8f0010973f98175d0265d20ddb,c6724ed655a280d2f0412433178cac26,31e82b35e1c37e1e039215ece5b10131,No,50.0,1,2014-09-15 20:38:08
76c5ea45d02c89f272b9890ad269eff5,a759c950306c61a96b007f217d6d5fcc,17dcbb8dc1171f81a760085bc51b6a50,Yes,20.0,1,2014-02-10 08:21:26
80316831df80e8916a1f18e08eaa2acc,7bc27f1b5f1b3e69ed0baa263e20fdac,b88ae88ee01da980a2f9637b256681f1,Yes,25.0,7,2015-05-05 14:11:35
a741f03cf5335465dd572bde3dfa5ef0,7ba6e793ff7fa78c06b9d537df89ce72,1f392419bf71765051e9b0deb8e713f4,Yes,25.0,4,2015-12-31 16:00:44
07862e2c5788a358ddf89f906856f412,738d29004f6dcfd027915f1e0de1da56,fb961cd43218b42e06852a1e3bf82286,Yes,1.0,1534,2018-03-08 06:56:38
b62d081893f98504af0aaf92b1466670,785b3dc4292b3d857a526783ab72701c,97aec59ef8926f9016d79d351c14232e,Yes,25.0,2,2017-03-30 23:30:43
d80565adc5d8c635f7fbcaddfab6c801,7566f1f5c68fab8546123a0c9b3029de,0a2dc42d79fafaa3d0f5fb55d58a7412,Yes,6.32,2,2015-01-23 16:37:23
3ab854fe720bebd82f31f50a33d977ef,d1c4578cd3af4bf98cb10e21ecd15997,04699c885c48286bdd9a59a7a29e874e,Yes,5.0,2,2013-10-25 10:52:11
f64d46153d72efad09e8aad9f05df1a5,04d50b16872fe9c4be819b77ac505a46,4c2f1d0f9807fa191b9e8e806bea7127,Yes,15.0,2,2017-11-10 10:45:14
2847489069436794b1077b99d668a8ba,4e7daa8aa6887f0f84a538f9922a3856,23cb6a7dfbe458f6cd14a53c70cf0ea0,Yes,50.0,5,2014-12-23 10:32:28
63a22bdbce6d81774ee7b683edbe4dc7,be06594017c1221490b671d95ef0277d,8f351702b13951aaf6dd2ca2212efa08,Yes,1.0,12,2014-03-30 10:34:55
b8890c67647904602eb0bf0c59b3e7c5,ac89a11927efc48a9014a1113549bdba,7a8f1fc2624545c05f789ac916a21e12,Yes,25.0,2,2015-10-21 17:43:21
7bfc286784625f5b45c39a3b29b3cef2,d51eb8e66d694273f94fc6e4b8007975,c8caad4ec7f04839774b871910e5f324,Yes,25.0,1,2016-04-02 10:07:18
0e22169110e16a2ee6e14bb771dfd263,094a7719dac55ca587bc010e00a6a86e,c0f9f5b34f25dbbc6da1da107736a319,No,66.0,1,2013-03-08 08:03:53
fa9d5737a8baab79dff8b4e878506b23,c453bc2a2ff5ed1fca5c9fa2a7303bb0,79a335164f960892f62d86f89e646db7,Yes,50.0,2,2017-02-16 15:59:55
de9dda750357b7c9e3c675e9221f289c,ba8708579e4be53b06de93cd47b394d3,9f071cb987c45641dfdaefa3e425568d,No,5.0,132,2018-01-25 23:20:13
d5364b1bb3b14594808bd6efa7544165,aa5fdec37076edc2045e88cfee0bd45a,29afccf89ab44abb4460a40bf0717a89,Yes,60.0,1,2016-03-04 01:01:32
594472ee7bb6842f4a1a04eabbdb8c9a,3cc3ad77e79b383c357842a2fb481a08,16641ab062206ecbd0952e459d9eb6e2,Yes,15.0,1,2015-10-26 08:38:46
ce881dde1f5323a49c26cd67c6372903,89f4f3e1b6d19f46661848c2bbb94728,03fa60275eb66e873c30ecb86840df4b,Yes,1.0,258,2013-05-26 04:50:38
f9898cdad4e2a95f6cca7a5e175a1d2d,8154e657d96c59e1325bcf2260b96db5,e693b4c61755385ae8a11e482f0393b5,Yes,50.0,6,2016-09-07 09:07:13
fa16dbe6ee77e8c5216df9219d4b718e,00e4d5c57297c35114c6a93ce63b09b8,46ae04f5dfd1c2bb9689bcf5abed60ca,No,1.0,288,2017-07-24 08:56:39
90be4eb9ebcb7046676f4a47093c183e,44bc0b86bc0bee81e082d4c0d0c1d957,46f5a8795dc7e4986261f5c5c8635c71,Yes,2.0,398,2016-07-07 23:29:32
56dab9da5440f940e10f20007d2174f1,839ef9abbfda71a18ecda54769bffbd5,88b8aed7be5b07a367dc95fb358de08d,Yes,76.52,21,2018-02-16 16:23:10
39cb6031b1042cd2c1fe44d8ac664359,35c4ffa65561250a54ded06b65145d57,1222d2f2107c7b57a83b535d24e5aefc,Yes,15.0,1,2016-11-15 16:33:20
af2db02041a443dac75769d318bd1a70,cb6185684d6f4818c030d70df5eafb63,97df0f020046f40c01f0d52fc7dcf29a,Yes,50.0,1,2015-05-29 14:44:34
2825ec064846fbe44fc578ca4245d1a8,f7477c5b84aa65a6395edea71c163ea6,745fa6a1ccacbc40890a1f5f5d6a2df5,Yes,10.0,12,2018-02-15 09:23:08
c0b343423993014d94b92f231f2d5f01,ab37f685c3bf0c787a2555af92ff44fd,1cceb8fbe857bf02fafe162dfa454994,Yes,74.11,17,2017-08-28 22:42:19
82b24d29d3a98887e4657ba1252efe1e,8d5d9d15ee81eb61be55210149563f89,95c1059f0ad0bd0f2cbd5357acc04725,No,20.0,1,2016-11-29 22:59:39
2eb6c5df1a39e9b05a7ce593a3c69504,ffc86048a2b06129380cd355786f3b24,4c3e2db84cafa1014ccdfe3427eef5e7,Yes,48.25,1,2014-10-03 09:47:08
7daf7b5b319b6bb07c0479c9ca858445,95871d7540305bf991179f91f752347e,b0b976a40bda7cdfb28a4381d0013a8b,No,5.0,283,2016-11-02 18:06:34
ae2a9af97577fe1b3dd679494a29c7ff,6d7e8565f4db1425d2589d28aa7af872,3d530005181cff032f008d8728416dcb,Yes,100.0,1,2016-09-24 19:44:02
97514501e2b9f7e9c372b66413695b90,85644a0c6ed4f05889928686f01a1e4f,f195d29045b31fda23530813d1d92912,No,100.0,9,2016-03-13 22:48:44
25840cd89bb3ad98b1b4dcacca6a2d13,d98ab9793eac4e351d4a019de79c2968,d336d92607f62dfddd1f2697e0747108,Yes,20.0,11,2014-04-17 17:54:24
7e5f48178cd5041e6f4f27de68ec7e2f,b722033307d54eb8056bdb6ed7c2e8e5,f48c59a9657f31c8ff97bfacf89cd184,Yes,50.0,9,2018-02-01 22:00:19
0a4701c041abce0c4f945d6e0c19645f,6de5cde4ff5b11485ddb2250e6a552ee,dc55ce6d73ba0dff2974aea60d05b333,Yes,100.0,5,2018-01-25 14:57:26
900f6759b2ad2ca019f46cd3e888bd2e,1fa7ce185a428d2c56d660c7a10a6649,57363d896531a1172912455b5498e3d0,Yes,50.0,1,2015-05-04 11:59:15
128b98b1795047ebd7a1fa4d475a7c7c,ec6e4436c475207e7bf1a78a71260cff,bcc1ca6359f5fb2c10f9358fda964e29,No,37.17,181,2017-08-24 20:39:41
f7c5e1074a49384f360c611ac730d178,40020c919a554917aa3b521e6ce53158,8a4f341d51cd51ec24c2777a9244e309,Yes,50.0,1,2017-03-27 18:52:19
df4b0e26051a1fe29fa8907bd81a4a03,7e532720a30e8d862e9d7f81a756e75f,44772f50187a83df8791326d93c12aa8,Yes,1.0,127,2017-03-27 10:42:35
87ba6e80e13c460e39be7531bdf33db6,1847761f955558b935d03753149fdcb1,d0d317e0428034f968929c5459af864e,Yes,1.0,54,2017-03-17 18:27:28
2156d0f6688340686a23b215f04bc7f8,8c869cafaf14d41fd87c2ea7b27c6b82,0c0eacf6d100e7719c7cf29ba315066d,No,5.0,25,2015-05-16 16:56:19
962b559676900c39fc7a52a2b152955b,886f8e329f23623907269aaa1f90368a,03bb223571bbb07b21085b891679196e,Yes,20.0,2,2016-08-23 22:32:32
7770de8c245fc3e65130629cf2b18a3c,9ef100bc74b2a122577091f47c52109f,cff2bc8485b33bb49d49937b3ab862a6,Yes,5.0,2,2017-02-08 09:06:46
bd7a18381bc27e99526f798e81100f48,b63bd998a62f654d6ea30ce797e43e65,e5698878cdabf6cafec94faee402a880,Yes,5.0,1,2013-10-25 09:02:35
21352566705218f56e245d9154ee9067,0302f998d2eabda012e42427f01595c1,78483373ad7a8dc603cc4db1dce8e227,Yes,14.0,8,2017-03-29 11:30:54
ef9cd3f3eef866546a60d8e6e80fd146,d49d19f94034a73abc0b21da66d19e05,dc34294940b9f770d5da85093adcca8f,Yes,50.0,12,2017-02-13 22:03:30
9f7a578c70fa82415c9de15725692a92,c2cda339e90c0f143821829a2b4b4a0c,6684df68e7f2890044d8055fbd1cc57d,Yes,124.5,298,2017-11-13 10:41:25
57deed229ddbbe07db5bc3c90dcdc968,596cfe58faa5c88e5506c4105d295040,adc42916beb69001ef91f9144b99f154,Yes,20.0,4,2014-03-22 12:22:54
e2acc98f05513cb86fd26e96d60f03f9,6c09206d2ec9c912ec4fe753145b6c9e,5edaf9075fef88c610adaea531cd4389,Yes,60.0,77,2016-03-08 21:01:33
4eb15418f05e93bde67829ca7c2ab2b4,876530e925700030aac41f0d55213148,de4dcda984b2f8ddd803ffc67b48943c,Yes,1.0,126,2015-11-23 17:52:33
7a19cfe24bbd68572246b7a74a0d8b7b,2675eaef4e7f3189450f4a4a115cbd92,0e757cb91f99ce4f323d9fb1ec1315e2,Yes,25.0,1,2014-12-12 01:40:57
c75ca1cd037986613321855264c6f8c1,16a2dd4e9e7cb6f8faa5f573148d397d,32d6649c4a86d7cd5922843fd801f1da,Yes,25.0,1,2013-10-15 23:08:26
12584cc945495d55d45a7f5d8689cb83,cb47e49b902b07895e350a8d6ec7e9a1,44e5a466589f1657f9d641aaf8675e3b,No,50.0,119,2013-11-05 11:01:15
b912c9099c3f86dcf59cdb384e575294,bfed6903885e77d1d7051addb267dbbb,a2dee3e2cfb8a81a3557be286b455ae7,Yes,25.0,2,2016-08-25 14:39:40
46356e0503649695a0a7574d6b0cfd44,154daf2e979a78a9a5177467f67958ff,1f5f4e2286fe19032de40ec324893b71,Yes,5.0,2,2015-04-13 17:37:58
5bd0901a5423364fe96132d6115c2025,4e1dde10cb31ece613a11aba3a190d91,498f840641f0ca02d823bf77892eabed,Yes,50.0,2,2013-12-13 10:31:04
d5ae35fc55767d4567e814d9ffd070f0,eb9dbe6853149928482a278c6bc63f00,33dc8e3364ad656aac39ccc8de42fba4,Yes,20.69,2,2015-10-04 17:05:37
50b45ea4ff89098dd2704deffcbd8869,e5cd576a1197756dcc0d8674c86d7f58,9eb4027958a0019c439b26720b342123,Yes,50.0,1,2018-02-10 15:16:53
f6ada8aec7e3225dff48b747c79bd878,3cf574dbbf0305fb192dff083aa0cf47,95c416273e33685aeda4338cbfdfb068,Yes,150.0,2,2016-09-12 23:09:29
a2682f909d26542eb41775950199a43a,a633b3c16d3fa12dfdf7bf26e20e623c,e6c65dccd40003ac42ea0501e9fb93ff,Yes,1351.95,4,2015-06-10 13:36:58
8291274dec74e436df69629a3c1d6b55,624f85d87a213b5bd7489ed54df3dc9b,010d84aa06f7c4a5d45ad45d168ce5bc,Yes,146.58,9,2017-12-14 16:21:10
e8df4366e0ee1c97c46c115aa5e014c2,cbbd1f81f7aedf25847c366661867cc2,7404d9f362e7d0770aa8c60730efa9a7,Yes,300.0,3,2018-04-16 21:54:29
5caeb30fedcbdcc98fdc3fe6f1486204,b58fa0a34d2d57218e54f36a9007b512,b0e26c553bcc939fd7c90d5a29f7271f,Yes,25.0,1,2016-11-29 18:48:59
f3723151b102c422b2e05fb0a17bbbc2,27ce3aa6b298c75fa454a10fc37af618,e7b63b94078c8a94caf6e6f68ef22a7a,Yes,43.44,1,2018-04-05 10:06:20
209be3d4c4276bf681043f39138258a5,f825c71aee10f04e5e22280b4cefa0d3,013583a3ffb26d7573463abd70a166b7,Yes,25.0,2,2016-07-29 09:38:34
f58291ff3405e8418ba70e4ee72d0e15,09bc466cb708e5059a4bceee4530b7cc,cc5eff09b4b7c5b7c983e5c6d4683352,Yes,50.0,2,2018-05-01 12:16:14
c20b12f3b9ea50f3486a7c7c9d751538,23f4080e4443cd106f2556e5fca41a9b,961dc5c742503ed166c7d3113900967e,Yes,416.29,1,2015-08-14 20:24:49
25711dd5fddadb365930c9963d0ae87f,c115cfc61ec4c66c2739ff5a0ba97359,7531fa87aadfdae3fa49c232a6b6bc84,Yes,10.0,106,2016-04-19 11:36:46
13ca0d2e2cb657e7e9b984e043232694,8ab36d6a16d43bcf51811a05170d94c0,1e85aa459a2dd86bcae07c670a3a9565,Yes,50.0,1,2013-09-13 13:38:27
a610e6b93793035abdf60f81c8db8c14,33d322afa9bba4437d559d50b90e3f21,c37d2849eb96266191caffe9b3e2f397,Yes,100.0,6,2016-12-14 15:48:41
36372477b88bc2c3e72cd4e952698bde,5944e02efc1ad66cb73a693186f488ab,cab0b13afb8cb6063a4b2c7c7ee37edd,Yes,50.0,1,2016-12-05 16:16:00
cb5b52918ca424e358bbf44307db82f9,d34f1ec9dc196e6a072ac5ad928dbafc,35e87a7f3f02b245d2f63f29a014b307,No,20.0,1,2017-01-22 13:54:04
7ca3e4e2b3886803c7f9d59194973f8d,ce43ed831abfeea2e93e8affab5bcd03,efd0e468d22b0f281d2e29e48f831a31,Yes,25.0,1,2014-02-24 15:58:58
3c8b27702d51c2e614ece3bb8efbf916,ae84958f481c2e7648490305753f49e0,04d61aa164f4887f61819aabce935e6b,Yes,1.0,445,2014-12-14 10:08:07
d3fed015eecc9129b35351a8d1d512ed,016c2ed72450e8d4902439f510cd3aac,4fe2f3d640a43d53490631362925ede1,Yes,10.0,1,2018-01-21 17:50:04
a96a317ebae8b7ffd9cd76d959d239e5,582997ff304b8a5ce0de3a7563172067,c4f1873235bce36ab2cfe6083fd40a4e,Yes,50.0,1,2016-08-16 21:42:32
2903f939d51e9423aaf6250efa0e21ac,5212e4f18da0f2cce9911978d457d2c3,941643e8732840b869fd85cf7f872548,Yes,75.0,2,2018-04-17 11:29:11
941cff90e66075c231272e86777773d7,87d57a61f9be2aa84f7e1015fce207ae,a9c6641d8c8adde6c6440e12c3baff90,Yes,25.0,6,2017-08-01 16:49:56
c9d7d638807c9e89d9e267b571399ddf,8e32ed2863b0449fb14550d34b7ff58c,c5f283ce21389683e93cbd539ce6c088,Yes,30.0,1,2015-09-14 11:31:03
11191e5286b65b68e915e4781b878852,446ca6c73d94cedb07ff17159d9c6b3c,2144d56b1947ebb26a19e7f1d07c970a,Yes,553.46,826,2013-02-20 11:35:37
c9ddfa94ac7ebdeabc0af3a54f5c220b,93cf9da61da0ecc2c081f29010acb22c,4f2cd76262cf6b4b3edfff19c13bef1b,Yes,250.0,2,2017-03-29 10:53:28
6b8a08b2a63261c69a89621875ce6d77,3d80fd58a6d237149f8b76511edd841f,714cefe1c254688c3444e8c2f00d1711,Yes,50.0,1,2015-09-17 20:23:42
d5b6df6f6df060df8c44c319bd22e87b,824d9444023c360e02629a0139f59cfc,44e5a466589f1657f9d641aaf8675e3b,No,1.0,97,2013-09-15 00:22:29
8428fed4e70537859c2b201a178687b8,99d7c78b8cacad2836b1d7d1d9d1478e,d88f120d0ed8e9d088dd5e6ce7c379ce,No,15.0,5,2016-11-29 22:58:17
b4e9f965c1b85d712366e13501fde025,dca050ce8daa91fd1649fb71d7663d48,8afba69ca336c71fdf804bb39a19bdba,Yes,5.0,2,2017-01-22 09:00:05
b5fb8e8f49f3d0bbea686dcdd66821fe,449fa799bf80d36ff45b78c3f349dd3c,284abc33d3f92bcb465f6389c08e364a,Yes,25.0,5,2015-09-15 15:04:38
fc97177d352bdc50e4b9e37789eabb96,377f30aab13d3a0fd11be1982317ac87,aeeecc5ddbdc8bb9dca59529a6dbf86c,No,50.0,12,2017-01-24 06:28:22
5a9d332f7949d7330f57183e80a52ca5,adb7655fcb8c877475c1e779d830cf79,db59468105ee7f9a362c225fcc464283,Yes,25.0,19,2017-03-13 09:30:44
f0a8192e2505f1dedce950f8913237d6,6564fb38dda475b791e666cfff7ca644,ff8cb1234150ef0c7a413628241368bf,Yes,25.64,1,2016-07-07 20:36:21
95bdaa9e4149b28dcfe65bd71c38454e,8350fd9c11d6764b5971c615582d49d3,f3a2970d37e8927ccd109cef38689bb6,Yes,50.0,1,2018-02-16 12:05:17
fb790764e5e149d60980845d6d7c7534,39112a50fafb14dda3df3b1527ba9fcd,262140a5474fa0bafabb8ac037633c55,Yes,50.0,6,2016-02-17 13:37:42
7f022bbef3fec2116c869418d34e7a2a,46861849edb26f19b7d4f2e5165506c3,9ff18f859cbcdf316f8cded41415a746,Yes,10.0,1,2014-02-09 20:01:58
d61071331211c007f721cbacbb34c202,793d848884553d69827e987e988c8bd1,ca2c31d024fab664b52d0d463d00e9cf,Yes,100.0,3,2018-04-05 15:13:11
a40a4d8e03d662c09f2285e88c75fd51,37256ebf7620f1a31e4ac7a31da3cd92,c69834f135d0fd0425a48b8a4eaa1375,Yes,50.0,2,2017-10-26 00:45:52
cda88ae2b135631d72efd0b81fb08f4e,fa3aed788acf13ec1360322bfce7f211,17d99d9ac46340fe20d0a2f53e0f83f5,Yes,50.0,1,2016-12-27 14:20:46
19b4fe6bacde0c5b2e4cd818d7a51585,0861bf9cc946eb68800437384cc08656,916716f84151174ac179b594d768c880,Yes,65.0,2,2017-08-24 01:11:22
24edfa6720bc473156b48e79cb505233,6cc6197bf54473600d2327a6b24e53cc,5e7dbe612c3eb81924fef006a1666aaa,Yes,75.0,2,2013-10-18 16:29:33
4d246ddb6a6cf57b0e728319187b6b35,06c4978e048bbf2148aa087cb7eab74c,4c0efc5c01edcae9fe20a23cf54ca2aa,No,1.0,10,2017-11-28 12:55:42
c268d5c0a6a04073552f165d2ff87d0a,f6ffb8408ec6e6123c25da30a1a32721,ac3b8a0bbd88cbfc7c03dfdd8c2155c9,Yes,925.41,3,2017-01-30 17:26:38
51452753626d972ce75355838c32bf78,b20fcbb637a2fc2f544df2856ffc9131,895b64618ecab803d02123951fc98c6d,Yes,25.0,1,2017-02-05 07:36:17
99570cde92c2d2be5e737ea8360538a5,117a16f0aa2807aa9a200eee3fb9da20,2f421fe66b3c4bc81ecae5e34d380659,Yes,25.0,4,2013-04-02 09:35:42
