Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
a97065e18e46d534c88a618efed4057d,Evanston,Illinois,Yes,232
bc594585944528c00ef8c2d6f7fd5646,El Paso,Texas,No,061
eb5cf46780bacd647a0ecfea958ca9ba,Tampa,Florida,Yes,530
118a9d292f923996d9f195d014822f53,El Paso,Texas,No,423
91d63f78e3e9de99f10c718b1eb0e38a,Oakland,California,Yes,093
90b2b633956b8c0ca8499b926b5252e3,Austin,Texas,Yes,743
655238a643ff50113d1a85dd506e5a9a,Sacramento,California,No,333
12922f83ef8c485bc07a30f2edd4253b,Oakland,California,No,112
8181a8cc369147eb89a2688b12c136e0,San Diego,California,No,910
286218b848f4ef125e9953d23e896c64,Rochester,New York,No,636
a76afde6ce9e1a11fcbb4e59fbddcf7c,El Paso,Texas,No,316
f05db76e1a84a51aa9d3d7c7ee87905e,Orlando,Florida,Yes,119
45b89cd927cb6f2a8da01097be0f051b,San Francisco,California,No,218
439472e6da587e8aa25d6b29afffcfd2,Austin,Texas,No,876
6c6f7633a260772317a0df490d01280f,Miami,Florida,Yes,799
430f801dfad409e2a319dcb4217d65a0,San Jose,California,No,447
13432e611ca3c4480279b6a68f9797b0,Raleigh,North Carolina,No,864
25e979778d7248e2951f58d05e84f058,New York,New York,No,930
dc570131f8e1daa7cbceabdeeededb07,San Diego,California,Yes,265
c7b5b2bc5a8aaeca1a50aec3aabc25fa,San Antonio,Texas,No,777
3c9ad14cee0caeb5ecfedb992790cebd,Tampa,Florida,No,035
550a1b46ecab3301bc8f7d292dea9493,Naperville,Illinois,No,894
444d610b3f87e362cf8d446abc2cbb0d,Sacramento,California,Yes,903
38f16a81787f2425dbccc47709e9db0a,San Jose,California,No,850
391184973a43b2badf0f06cbcb9bc326,San Francisco,California,No,295
c5f8bc16f7860b5011c58ef0dd463c09,Sacramento,California,No,705
54c63cd889456f27d7fa2d8dfb2ca025,Charlotte,North Carolina,No,277
fbc9f87af668a61794a1875d2db69edb,Los Angeles,California,No,363
6fb78271504d281fc9535b63ba81edd9,Fort Worth,Texas,Yes,931
0b5cea6a41357e8c30a900ad939b462d,Chicago,Illinois,No,835
f0b5156bb82c9074afd5dea589d7fd6c,Evanston,Illinois,No,081
5487fd4febb7a385aa0b7b14f2e9702d,El Paso,Texas,No,747
4f2d479681d2c7de4ce1eb90e6697833,Aurora,Illinois,No,312
6ba25efe311c6eb62095eef68dedf9fb,Naperville,Illinois,No,934
4d0b0d1a91b0e1d99d9262af2c8d0e44,New York,New York,No,225
9b4e2c249479e1e6c9277d9b6e0d2648,Naperville,Illinois,No,701
cb323e357922bac282dc4c8e36b5229a,Raleigh,North Carolina,No,300
9e87e04ca2086977a9f2533683f4a9a9,Brooklyn,New York,No,240
0640be0f25b8fd4b32fa2de8ce7ae7f6,San Jose,California,No,796
e2d9de5d6a18ce4c7496276412a4def0,Dallas,Texas,No,403
25c73c443e75c3b4664fa6637e8f8095,Chicago,Illinois,No,891
c7468f591b494e15e2add909c521bf2d,Brooklyn,New York,No,722
8eb225790cdb1ca476ecbdd68498e113,Los Angeles,California,No,830
fce6850487f8424daae65fc176f2dbfe,Austin,Texas,No,922
b8225688d0a444329cd6c852714c7df4,Jacksonville,Florida,No,571
be6033f728be9288e5af6e39722764e6,Jacksonville,Florida,No,263
c40c5d9146fde062a33dc7afd701410d,Naperville,Illinois,No,291
49257af1b6aae05b13d5f2f7709b7d97,San Diego,California,No,563
3b33f3d8269cd696236c7b8714a0bccb,Brooklyn,New York,No,075
8ae8905b54b4a48268586eba6a34c854,New York,New York,Yes,440
95863a76c51155ffe7a37e8163b4c08b,Charlotte,North Carolina,No,793
018267c47a1b58066160a6b49360715f,Greensboro,North Carolina,No,883
6b44fa8dd5f25073f41402b1e4429ebb,El Paso,Texas,No,627
382c043f7cfc9b793875394ce5d6f6e6,San Jose,California,Yes,354
67814c1fcc530e36addc3e13ab3b4d37,Naperville,Illinois,No,647
64de82e6e82c7d7b06e745f988bc539c,El Paso,Texas,Yes,668
7631de9ddde9f86322bd33886db99102,San Diego,California,No,226
c2dff33556666f9f53ac2ab974672cd9,Orlando,Florida,No,861
14f7ce8dd5bcb8d04094dded6bebac31,Queens,New York,No,984
1190f938a66fd7f739669fa759970043,Chicago,Illinois,No,982
05379ff6d6d7b3b833094d353f4df561,Dallas,Texas,Yes,695
37cc863bf2a0345990604f621d48a071,Bronx,New York,No,181
bf780e3ff6b751f79b7492459b1bc895,Evanston,Illinois,No,120
4fdc6e1bedcb8cb60692dc639424aed5,San Antonio,Texas,No,742
b0cc1b3b9793b9b41374814632c5bd89,Tampa,Florida,Yes,801
99b49350af2b99b4d9acd1584d3485c5,Tallahassee,Florida,No,365
5eddbbbfa95976636daa2e688861fe18,Sacramento,California,No,879
1b0498637d7ddbedd284476c6b88f83d,Bronx,New York,No,858
6f7c15ea272a6d8eb5122df875b17a55,Oakland,California,No,286
89c5b31aeb6c1016cee624d09dac6e83,Naperville,Illinois,No,758
da09dfa052828d8044b591f797ac6aa8,Los Angeles,California,No,471
91e1aa9676f72255c01f36bf3e6dd58b,San Antonio,Texas,No,516
7cd0129d2e8d0e87533420e6d9d80b8d,San Diego,California,No,911
46b98991e14eb70db380c73a989d9d4a,Fort Worth,Texas,No,097
7d137018680bac63b856d0353dc98290,Dallas,Texas,No,671
cafda61372bb912d7da67785b63b4dc3,San Diego,California,Yes,718
94e0d3baa9f948b24e6384bb3e493f43,Rochester,New York,No,445
54aebd1b8ce6424dbef59fe6ff233d5f,Buffalo,New York,No,267
314d3441b8a6171f1ee34dc43b048a8b,Queens,New York,No,790
3764fbda3108d4482f65fafab0ae8f08,Aurora,Illinois,No,788
fb02bebb48729a4d98c7472a864e9a13,San Francisco,California,No,379
b540b30e039f3a254d6168bd2defe193,Austin,Texas,Yes,065
f1afdb65b289f2244ac9778d8da8eee4,San Jose,California,Yes,022
7a8d03aa782a65e048ca765192f5df7b,Brooklyn,New York,No,268
1d34d08e7a4c75d4dc99e04cf0e98b3b,Jacksonville,Florida,No,600
26d794d30db95301afbb411aa1235a8c,Oakland,California,No,097
8edddfcd1e52d7703f897142fe716b14,Rockford,Illinois,No,643
6160745985c7504bc693da1139c6a1ca,Buffalo,New York,No,612
9191b3634e2d66456dc7cac7fd72b050,Fort Worth,Texas,No,111
a021c0ca3531968dc342bd2bf295456e,Sacramento,California,Yes,255
2812859a1337739e8d4f5d272c7f0b79,San Jose,California,No,491
49c13de73b4206c5085b15fb4a8ff810,Naperville,Illinois,Yes,249
ca8f3653c9af18f843b9da13ec856f37,El Paso,Texas,No,212
398d1ca68b6870b51d61fac36cd5e859,Austin,Texas,No,083
4ebfa5c3cae9b4a72a79ea680f44704f,Fort Worth,Texas,No,459
4dd8eb85b04d337677fc97031fd5a423,Aurora,Illinois,No,515
0a3450fc9918ee461497d6587010f719,Orlando,Florida,No,036
ac9ed156f63fce413a9aca5e176132ed,Tallahassee,Florida,No,031
d248a9a7ac1aa554c3c75611ffe3fa49,Los Angeles,California,No,189
7135f221a6c9537f84dad06a7872bdeb,Raleigh,North Carolina,No,456
f81401027de1bdfed0725b5ca2814044,San Diego,California,No,338
292bd156db9465701ac70ec0ab8ddeb4,Queens,New York,No,688
c2b01cfdd045dd1c668409e3f1f8343e,San Antonio,Texas,Yes,268
c5c5b37af85e06a11dad09b252c21221,Rochester,New York,No,011
764414fd8ae769edde8ede0ba85c6e4a,Brooklyn,New York,No,647
71299889a01ac9927f9d3e64c1a6423b,Evanston,Illinois,No,144
e17f29e17028604649bc473fed7bf656,Chicago,Illinois,Yes,655
b5b453ca3d42993ccc9fd3349bdf0377,Oakland,California,Yes,427
d7665cdafe0490593985fb6217dc8eff,Durham,North Carolina,No,673
eec259dc7f95897c276aa6ced50755d9,Rockford,Illinois,No,435
78e3654bfaf14ff07b85179ad5b077e0,Oakland,California,Yes,205
bf0d073d821c13369970cf60ebff8d15,Miami,Florida,No,818
ef2ae713570210496a39aaa6dabac50d,Aurora,Illinois,No,299
96418cedd664d2644c6e27ffb9de7a3a,El Paso,Texas,No,162
585a0afa7bfdcc1289e06ab37250ee18,Rochester,New York,No,965
fb140bc3304b8590de9e37575260001e,Rockford,Illinois,No,886
517400f80b2c782a69288e92c68a152f,Naperville,Illinois,No,689
fb16e5dba6eab79ed21c82f8cada4f80,Los Angeles,California,Yes,998
19b17e80dea4ae1754fd9ad39716108e,Jacksonville,Florida,Yes,942
24e75e8eb8f2142303edd1f874f93d17,Queens,New York,No,086
43d88870f81dbaa1c8120a8e78308930,Queens,New York,No,092
aca2b148da330aa1541cdfcdda0d4a5f,Jacksonville,Florida,No,651
7cea2045c268283ee32f2e63b7fddd71,Miami,Florida,No,250
4991ab9bebc2026faf34cf65a193c4b2,London,other,No,110
df615a5cb4323070a23d4c2fc2a79689,San Francisco,California,No,935
cbd00ef2530a37df0bc610660769165f,San Diego,California,No,159
90e0a95b697c392387fa841a3e83b91f,Evanston,Illinois,Yes,090
9ea556aa61ee6c5bdeef580f9c07a751,Naperville,Illinois,No,156
4104a8b5a34db7c5760debbb3b70b3a1,Queens,New York,Yes,833
ad77e82f49a23a89e6b5a92c771ad655,Houston,Texas,No,363
a3917c994c955f6a966b1964fcd6bdca,Paris,other,No,319
da743152627b41a1ffd6f23232ffe294,Brooklyn,New York,No,377
b303f438fe2110d04bbe4aff9326dffd,Sacramento,California,No,018
c73f6e1baf908e3cdd750e9890e0b95f,Chicago,Illinois,No,773
e726be23e776b886d534ee1d7f2984f5,San Francisco,California,No,370
9ef2b93e30ac7d7ba2f963a33810ae66,Sacramento,California,No,707
18dfbc3ca0d4de3d2303f6c6d69d42f1,Charlotte,North Carolina,No,461
bb7bee035d678bb1945ef2e4088a93ec,San Diego,California,No,435
c958e75e21d53971336749b52cf6bf75,Austin,Texas,No,945
41c8ca8c2a1f955ad499da9945c45a3e,Durham,North Carolina,No,312
cde22f1c56b60afcded255d0bf1e8366,Los Angeles,California,Yes,999
b966442aad238d36dc322c9739c1e262,Naperville,Illinois,No,833
ca6a2224171e16cc5da36f1b8eac0a33,Bronx,New York,No,475
ac1e86d8bfbf397bac3e7b0d5e5ba13d,San Jose,California,No,972
3bdbc09eacc216a01bbc91f75f18e583,Rochester,New York,No,584
38ab854c9c2e58deea4e361753f8382b,El Paso,Texas,No,941
688613dba6348e784d5c55c7b379cb1e,Los Angeles,California,No,321
18e193311dba12677e1ca5a1fef518a6,Oakland,California,Yes,474
be3e6e57f30a9e32aba4fc035efa9c5b,Rockford,Illinois,No,770
6a35df59e2aa7a5d278ed00dba0266ef,Naperville,Illinois,No,971
b0b63bcf08601833479d0cdaf396ea37,Buffalo,New York,No,251
fb1e143b196f4dfa5cd8fe1adafec8a9,Rockford,Illinois,No,670
46a02a9b65ec7acd0f8035f55bd20c98,Los Angeles,California,No,853
364c911aa9ab364a1777e8cb74685b98,Fort Worth,Texas,No,061
fd235def3e5a87e35560db22c96b5edb,Oakland,California,Yes,859
961d33ba350843f08de08fc2c3e15a85,San Francisco,California,No,161
00b9d4a3989240ace68933a9c9e48e8c,San Francisco,California,No,563
1c24220e2cabd7e7cc6b66e5402adf9c,Chicago,Illinois,Yes,376
96bf10ab3ce915e7c9d6a63bca3c6f5f,Brooklyn,New York,No,139
bdd640fb06671ad11c80317fa3b1799d,San Francisco,California,Yes,114
8b9d2434e465e150bd9c66b3ad3c2d6d,San Jose,California,Yes,105
9a1de644815ef6d13b8faa1837f8a88b,San Francisco,California,No,728
72ff5d2a386ecbe06b65a6a48b8148f6,Houston,Texas,No,173
47229389571aa8766c307511b2b9437a,San Diego,California,Yes,399
580d7b71d8f564135be6128e18c26797,Houston,Texas,No,559
60e7a113ec1b8ca1f91e1d4c1ff49b78,San Diego,California,No,643
93cd59bf5c941cf0dc98d2c1e2acf72f,Los Angeles,California,Yes,243
146d3f31fc377a4c4a15544dc5e7ce8a,Miami,Florida,No,331
9ef2b93e30ac7d7ba2f963a33810ae66,Sacramento,California,No,707
18dfbc3ca0d4de3d2303f6c6d69d42f1,Charlotte,North Carolina,No,461
bb7bee035d678bb1945ef2e4088a93ec,San Diego,California,No,435
c958e75e21d53971336749b52cf6bf75,Austin,Texas,No,945
41c8ca8c2a1f955ad499da9945c45a3e,Durham,North Carolina,No,312
cde22f1c56b60afcded255d0bf1e8366,Los Angeles,California,Yes,999
b966442aad238d36dc322c9739c1e262,Naperville,Illinois,No,833
ca6a2224171e16cc5da36f1b8eac0a33,Bronx,New York,No,475
a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6,Los Angeles,California,No,900
a2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7,Los Angeles,California,No,900
a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8,Los Angeles,California,No,900
a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9,Los Angeles,California,No,900
a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0,Los Angeles,California,No,900
a6b7c8d9e0f1a2b3c4d5e6f7a8b9c0d1,Los Angeles,California,No,900
a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2,Los Angeles,California,No,900
a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3,Los Angeles,California,No,900
a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4,Los Angeles,California,No,900
b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Los Angeles,California,No,900
b2c3d4e4f5a6b7c8d9e0f1a2b3c4d5e7,Los Angeles,California,No,900
b3c4d5e4f5a6b7c8d9e0f1a2b3c4d5e8,Los Angeles,California,No,900
b4c5d6e4f5a6b7c8d9e0f1a2b3c4d5e9,Los Angeles,California,No,900
b5c6d7e4f5a6b7c8d9e0f1a2b3c4d5f0,Los Angeles,California,No,900
b6c7d8e4f5a6b7c8d9e0f1a2b3c4d5f1,Los Angeles,California,No,900
b7c8d9e4f5a6b7c8d9e0f1a2b3c4d5f2,Los Angeles,California,No,900
b8c9d0e4f5a6b7c8d9e0f1a2b3c4d5f3,Los Angeles,California,No,900
b9c0d1e4f5a6b7c8d9e0f1a2b3c4d5f4,Los Angeles,California,No,900
c1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f5,Los Angeles,California,No,900
c2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f6,Los Angeles,California,No,900
c3c4d5e4f5a6b7c8d9e0f1a2b3c4d5f7,Los Angeles,California,No,900
c4c5d6e4f5a6b7c8d9e0f1a2b3c4d5f8,Los Angeles,California,No,900
c5c6d7e4f5a6b7c8d9e0f1a2b3c4d5f9,Los Angeles,California,No,900
c6c7d8e4f5a6b7c8d9e0f1a2b3c4d5g0,Los Angeles,California,No,900
c7c8d9e4f5a6b7c8d9e0f1a2b3c4d5g1,Los Angeles,California,No,900
c8c9d0e4f5a6b7c8d9e0f1a2b3c4d5g2,Los Angeles,California,No,900
c9c0d1e4f5a6b7c8d9e0f1a2b3c4d5g3,Los Angeles,California,No,900
d1c2d3e4f5a6b7c8d9e0f1a2b3c4d5g4,Los Angeles,California,No,900
d2c3d4e4f5a6b7c8d9e0f1a2b3c4d5g5,Los Angeles,California,No,900
d3c4d5e4f5a6b7c8d9e0f1a2b3c4d5g6,Los Angeles,California,No,900
d4c5d6e4f5a6b7c8d9e0f1a2b3c4d5g7,Los Angeles,California,No,900
d5c6d7e4f5a6b7c8d9e0f1a2b3c4d5g8,Los Angeles,California,No,900
e1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6,New York,New York,No,100
e2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7,New York,New York,No,100
e3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8,New York,New York,No,100
e4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9,New York,New York,No,100
e5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0,New York,New York,No,100
e6b7c8d9e0f1a2b3c4d5e6f7a8b9c0d1,New York,New York,No,100
e7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2,New York,New York,No,100
e8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3,New York,New York,No,100
e9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4,New York,New York,No,100
f1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,New York,New York,No,100
f2c3d4e4f5a6b7c8d9e0f1a2b3c4d5e7,New York,New York,No,100
f3c4d5e4f5a6b7c8d9e0f1a2b3c4d5e8,New York,New York,No,100
f4c5d6e4f5a6b7c8d9e0f1a2b3c4d5e9,New York,New York,No,100
f5c6d7e4f5a6b7c8d9e0f1a2b3c4d5f0,New York,New York,No,100
f6c7d8e4f5a6b7c8d9e0f1a2b3c4d5f1,Houston,Texas,No,770
f7c8d9e4f5a6b7c8d9e0f1a2b3c4d5f2,Houston,Texas,No,770
f8c9d0e4f5a6b7c8d9e0f1a2b3c4d5f3,Houston,Texas,No,770
f9c0d1e4f5a6b7c8d9e0f1a2b3c4d5f4,Houston,Texas,No,770
g1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f5,Houston,Texas,No,770
g2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f6,Houston,Texas,No,770
g3c4d5e4f5a6b7c8d9e0f1a2b3c4d5f7,Houston,Texas,No,770
g4c5d6e4f5a6b7c8d9e0f1a2b3c4d5f8,Houston,Texas,No,770
g5c6d7e4f5a6b7c8d9e0f1a2b3c4d5f9,Houston,Texas,No,770
h1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Miami,Florida,No,331
h2c3d4e4f5a6b7c8d9e0f1a2b3c4d5e7,Miami,Florida,No,331
h3c4d5e4f5a6b7c8d9e0f1a2b3c4d5e8,Miami,Florida,No,331
h4c5d6e4f5a6b7c8d9e0f1a2b3c4d5e9,Miami,Florida,No,331
h5c6d7e4f5a6b7c8d9e0f1a2b3c4d5f0,Miami,Florida,No,331
h6c7d8e4f5a6b7c8d9e0f1a2b3c4d5f1,Miami,Florida,No,331
h7c8d9e4f5a6b7c8d9e0f1a2b3c4d5f2,Miami,Florida,No,331
h8c9d0e4f5a6b7c8d9e0f1a2b3c4d5f3,Miami,Florida,No,331
h9c0d1e4f5a6b7c8d9e0f1a2b3c4d5f4,Miami,Florida,No,331
i1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f5,Chicago,Illinois,No,606
i2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f6,Chicago,Illinois,No,606
i3c4d5e4f5a6b7c8d9e0f1a2b3c4d5f7,Chicago,Illinois,No,606
i4c5d6e4f5a6b7c8d9e0f1a2b3c4d5f8,Chicago,Illinois,No,606
i5c6d7e4f5a6b7c8d9e0f1a2b3c4d5f9,Chicago,Illinois,No,606
j1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Columbus,Ohio,No,430
j2c3d4e4f5a6b7c8d9e0f1a2b3c4d5e7,Columbus,Ohio,No,430
j3c4d5e4f5a6b7c8d9e0f1a2b3c4d5e8,Columbus,Ohio,No,430
j4c5d6e4f5a6b7c8d9e0f1a2b3c4d5e9,Columbus,Ohio,No,430
k1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f0,Atlanta,Georgia,No,303
k2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f1,Atlanta,Georgia,No,303
k3c4d5e4f5a6b7c8d9e0f1a2b3c4d5f2,Atlanta,Georgia,No,303
l1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f3,Philadelphia,Pennsylvania,No,191
l2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f4,Philadelphia,Pennsylvania,No,191
l3c4d5e4f5a6b7c8d9e0f1a2b3c4d5f5,Philadelphia,Pennsylvania,No,191
m1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f6,Detroit,Michigan,No,482
m2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f7,Detroit,Michigan,No,482
n1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f8,Richmond,Virginia,No,232
n2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f9,Richmond,Virginia,No,232
o1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Boston,Massachusetts,No,021
o2c3d4e4f5a6b7c8d9e0f1a2b3c4d5e7,Boston,Massachusetts,No,021
p1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e8,Trenton,New Jersey,No,086
p2c3d4e4f5a6b7c8d9e0f1a2b3c4d5e9,Trenton,New Jersey,No,086
q1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f0,Seattle,Washington,No,981
q2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f1,Seattle,Washington,No,981
r1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f2,Phoenix,Arizona,No,850
r2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f3,Phoenix,Arizona,No,850
s1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f4,Nashville,Tennessee,No,372
s2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f5,Nashville,Tennessee,No,372
t1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f6,St. Louis,Missouri,No,631
t2c3d4e4f5a6b7c8d9e0f1a2b3c4d5f7,St. Louis,Missouri,No,631
u1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f8,Baltimore,Maryland,No,212
v1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f9,Milwaukee,Wisconsin,No,532
w1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Minneapolis,Minnesota,No,554
x1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e7,Denver,Colorado,No,802
y1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e8,Columbia,South Carolina,No,292
z1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e9,Birmingham,Alabama,No,352
aa1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f0,Louisville,Kentucky,No,402
ab1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f1,Oklahoma City,Oklahoma,No,731
ac1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f2,New Orleans,Louisiana,No,701
ad1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f3,Hartford,Connecticut,No,061
ae1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f4,Portland,Oregon,No,972
af1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f5,Little Rock,Arkansas,No,722
ag1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f6,Salt Lake City,Utah,No,841
ah1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f7,Jackson,Mississippi,No,392
ai1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f8,Topeka,Kansas,No,666
aj1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f9,Las Vegas,Nevada,No,891
ak1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Albuquerque,New Mexico,No,871
al1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e7,Des Moines,Iowa,No,503
am1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e8,Charleston,West Virginia,No,253
an1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e9,Omaha,Nebraska,No,681
ao1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f0,Boise,Idaho,No,837
ap1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f1,Portland,Maine,No,041
aq1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f2,Manchester,New Hampshire,No,031
ar1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f3,Honolulu,Hawaii,No,968
as1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f4,Providence,Rhode Island,No,029
at1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f5,Billings,Montana,No,591
au1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f6,Wilmington,Delaware,No,198
av1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f7,Sioux Falls,South Dakota,No,571
aw1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f8,Anchorage,Alaska,No,995
ax1c2d3e4f5a6b7c8d9e0f1a2b3c4d5f9,Fargo,North Dakota,No,581
ay1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6,Burlington,Vermont,No,054
az1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e7,Cheyenne,Wyoming,No,820
ba1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e8,Washington,District of Columbia,No,200
9f8e7d6c5b4a3f2e1d0c9b8a7f6e5d4c,Los Angeles,California,No,900
8f7e6d5c4b3a2f1e0d9c8b7a6f5e4d3c,San Francisco,California,No,941
7f6e5d4c3b2a1f0e9d8c7b6a5f4e3d2c,San Diego,California,Yes,921
6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c,San Jose,California,No,951
5f4e3d2c1b0a9f8e7d6c5b4a3f2e1d0c,Sacramento,California,No,958
